prvdr_num,prvdr_name,prvdr_address,city,state,prov_region,zip,CBSA_CD,MSA_CD,ownership,urban_rural,teaching,UCN,beds_grp,org_npi_num,IDN,IDN_parent,Covid_payment
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,SOUTH,20850,43524,43524,PRIVATE (NOT FOR PROFIT),URBAN,YES,5987,300-399,1568468221,Adventist HealthCare (MD),NA,22050000
490077,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,SOUTH,22911,16820,16820,PRIVATE (NOT FOR PROFIT),URBAN,NO,2788,100-199,1346248663,Sentara Healthcare,NA,22050000
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,NORTHEAST,7740,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,2443,400-499,1609983790,Barnabas Health,RWJ Barnabas Health,21907905.99
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,NORTHEAST,2302,14454,14454,OTHER (SPECIFY),URBAN,YES,7335,200-299,1063431286,Signature Healthcare (FKA: Brockton Healthcare Corp),NA,21650000
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,MIDWEST,60623,16974,16974,PRIVATE (NOT FOR PROFIT),URBAN,YES,6457,100-199,1194723999,NA,NA,21459942
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,NORTHEAST,17602,29540,29540,PRIVATE (NOT FOR PROFIT),URBAN,YES,2638,500+,1104875103,Lancaster General Health,Penn Medicine (AKA: University Of Pennsylvania Health System),21450000
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,CLINTON,MD,SOUTH,20735,47894,47894,PRIVATE (NOT FOR PROFIT),URBAN,NO,2744,200-299,1366790693,MedStar Health,MedStar Health,21299999.77
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,MIDWEST,48135,19804,19804,PRIVATE (NOT FOR PROFIT),URBAN,YES,3222,300-399,1043625940,Prime Healthcare Services Foundation,Prime Healthcare Services,21087863.86
210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,SOUTH,21044,12580,12580,PRIVATE (NOT FOR PROFIT),URBAN,NO,9123,200-299,1144291899,Johns Hopkins Health System (AKA: Johns Hopkins Medicine),NA,20950000.43
110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,SOUTH,30106,12060,12060,OTHER (SPECIFY),URBAN,NO,4773,300-399,1467420448,WellStar Health System,NA,20822368.73
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,SOUTH,23601,47260,47260,PRIVATE (NOT FOR PROFIT),URBAN,NO,2798,500+,1366547747,Riverside Health System,NA,20628517
390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,NORTHEAST,19152,37964,37964,PRIVATE (NOT FOR PROFIT),URBAN,YES,2698,200-299,1124023015,Mercy Health System of Southeastern Pennsylvania,Trinity Health (FKA: CHE Trinity Health),20457773.57
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,MD,SOUTH,21201,12580,12580,PRIVATE (NOT FOR PROFIT),URBAN,YES,33696,500+,1174660120,University of Maryland Medical System,University of Maryland Medical System,20400000
190046,TOURO INFIRMARY,1401 FOUCHER STREET,NEW ORLEANS,LA,SOUTH,70115,35380,35380,PRIVATE (NOT FOR PROFIT),URBAN,YES,3611,300-399,1821098286,Touro Infirmary,Louisiana Childrens Medical Center Health System (AKA: LCMC Health),20342407
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,MIDWEST,48503,22420,22420,OTHER (SPECIFY),URBAN,YES,5158,300-399,1598717480,NA,NA,20146766.39
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,SOUTH,30214,12060,12060,PRIVATE (NOT FOR PROFIT),URBAN,NO,68013,200-299,1528027240,Piedmont Healthcare System,Piedmont Healthcare System,19904316.65
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,SOUTH,70433,35380,35380,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,5402,200-299,1598798597,Ochsner Health System,Ochsner Health System,19675275
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,MIDWEST,48532,22420,22420,PRIVATE (NOT FOR PROFIT),URBAN,YES,3253,300-399,1902894512,McLaren Health Care Corporation,McLaren Health Care Corporation,19473317.13
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,SOUTH,70006,35380,35380,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,5371,400-499,1538174347,NA,NA,19431325.94
140029,RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,AURORA,IL,MIDWEST,60504,20994,20994,PRIVATE (NOT FOR PROFIT),URBAN,YES,3450,200-299,1295882561,Rush (AKA Rush Health),NA,19400000
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,NORTHEAST,10549,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2516,200-299,1912992215,Northwell Health (AKA: North Shore Long Island Jewish Health System),NA,19303743.32
490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,SOUTH,23666,47260,47260,PRIVATE (NOT FOR PROFIT),URBAN,NO,2792,200-299,1336109107,Sentara Healthcare,NA,19300000
100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,SOUTH,33028,22744,22744,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,55262,400-499,1134102080,Memorial Healthcare System (FL),NA,18967620.66
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE,TRENTON,NJ,NORTHEAST,8638,45940,45940,PRIVATE (NOT FOR PROFIT),URBAN,YES,2471,200-299,1275583726,Capital Health,NA,18950000
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,MIDWEST,60617,16974,16974,OTHER (SPECIFY),URBAN,NO,3486,200-299,1467560128,Advocate Health Care,Advocate Health Care,18909008.73
60001,NORTH COLORADO MEDICAL CENTER,1801 16TH ST,GREELEY,CO,WEST,80631,24540,24540,PRIVATE (NOT FOR PROFIT),URBAN,NO,9887,300-399,1720004450,Banner Health,Banner Health,18771658.13
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,SOUTH,20007,47894,47894,PRIVATE (FOR PROFIT),URBAN,YES,2742,500+,1427145176,MedStar Health,MedStar Health,18650000
190207,RIVERVIEW MEDICAL CENTER,1125 HWY 30 WEST,GONZALES,LA,SOUTH,70737,12940,12940,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,18404839.16
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,NORTHEAST,7701,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2438,400-499,1710499462,Meridian Health,Hackensack Meridian Health,18404839.16
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,MIDWEST,60123,20994,20994,PRIVATE (NOT FOR PROFIT),URBAN,NO,3428,200-299,1629026364,Advocate Health Care,Advocate Health Care,18400000
30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,WEST,85364,49740,49740,PRIVATE (NOT FOR PROFIT),URBAN,YES,3763,300-399,1194706655,NA,NA,18250000
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,WEST,95116,41940,41940,FEDERAL,URBAN,NO,4211,200-299,1285688267,HCA Far West Division,Hospital Corporation of America (HCA),18130222
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,WEST,93301,12540,12540,OTHER (SPECIFY),URBAN,NO,3863,200-299,1104981661,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),17950000
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,MIDWEST,52245,26980,26980,CHURCH,URBAN,NO,6366,200-299,1982664124,NA,NA,17950000
190075,MERCY HOSPITAL,301 N JEFFERSON DAVIS PKWY,NEW ORLEANS,LA,SOUTH,70119,35380,35380,CHURCH,URBAN,NO,NA,200-299,NA,NA,NA,17950000
230147,MERCY HOSPITAL,5555 CONNER AVENUE,DETROIT,MI,MIDWEST,48213,19804,19804,CHURCH,URBAN,YES,NA,100-199,NA,NA,NA,17950000
240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,MIDWEST,55433,33460,33460,PRIVATE (NOT FOR PROFIT),URBAN,NO,6971,500+,1285692145,Allina Health,NA,17950000
240121,MERCY HOSPITAL,"710 SOUTH KENWOOD AVENUE, BOX 469",MOOSE LAKE,MN,MIDWEST,55767,20260,20260,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,17950000
260182,MERCY HOSPITAL,P O BOX 528,MANSFIELD,MO,MIDWEST,65704,99926,26,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,17950000
350013,MERCY HOSPITAL,570 CHAUTAUQUA BLVD,VALLEY CITY,ND,MIDWEST,58072,99935,35,CHURCH,RURAL,YES,NA,000-099,NA,NA,NA,17950000
350030,MERCY HOSPITAL,1031 7TH ST NE,DEVILS LAKE,ND,MIDWEST,58301,99935,35,CHURCH,RURAL,NO,NA,000-099,NA,NA,NA,17950000
360022,MERCY HOSPITAL,1248 KINNEYS LANE,PORTSMOUTH,OH,MIDWEST,45662,99936,36,CHURCH,RURAL,NO,NA,200-299,NA,NA,NA,17950000
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,WEST,81505,24300,24300,PRIVATE (NOT FOR PROFIT),URBAN,NO,6807,000-099,1497723407,NA,NA,17710932.77
130053,COMMUNITY HOSPITAL,405 N BERKLEY ST,COUNCIL,ID,WEST,83612,99913,13,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,17710932.77
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,MIDWEST,46321,23844,23844,PRIVATE (NOT FOR PROFIT),URBAN,NO,5120,400-499,1003918210,Community Healthcare System (Munster IN),NA,17710932.77
280021,COMMUNITY HOSPITAL,1301 E H ST,MCCOOK,NE,MIDWEST,69001,99928,28,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,17710932.77
330272,COMMUNITY HOSPITAL,HARPERS ST,STAMFORD,NY,NORTHEAST,12167,99933,33,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,17710932.77
500076,COMMUNITY HOSPITAL,3003 TIETON DRIVE,YAKIMA,WA,WEST,98902,49420,49420,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,17710932.77
530018,COMMUNITY HOSPITAL,2000 CAMPBELL DR,TORRINGTON,WY,WEST,82240,99953,53,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,17710932.77
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,SOUTH,33180,33124,33124,PRIVATE (NOT FOR PROFIT),URBAN,NO,6115,400-499,1407801673,HCA East Florida Division,Hospital Corporation of America (HCA),17707928.83
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,MIDWEST,60657,16974,16974,PRIVATE (NOT FOR PROFIT),URBAN,YES,4165,500+,1912014564,Advocate Health Care,Advocate Health Care,17700000
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,NORTHEAST,8534,45940,45940,PRIVATE (NOT FOR PROFIT),URBAN,NO,1171592,300-399,1073516183,Capital Health,NA,17350000
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,MIDWEST,43130,18140,18140,OTHER (SPECIFY),URBAN,NO,5053,200-299,1467433763,NA,NA,17350000
50735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,WEST,90605,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,3807,100-199,1023000569,AHMC Healthcare,NA,17108767
30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,WEST,86001,22380,22380,PRIVATE (NOT FOR PROFIT),URBAN,NO,3767,200-299,1780635078,Northern Arizona Healthcare,NA,17050568.81
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,MIDWEST,46256,26900,26900,PRIVATE (NOT FOR PROFIT),URBAN,NO,19437,200-299,1619163854,Community Health Network (Indianapolis IN),Community Health Network (Indianapolis IN),16897040.66
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,SOUTH,77024,26420,26420,PRIVATE (NOT FOR PROFIT),URBAN,NO,7076,500+,1740233782,Memorial Hermann Health System,NA,16800000
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,MIDWEST,60515,16974,16974,PRIVATE (NOT FOR PROFIT),URBAN,NO,3451,300-399,1578670543,Advocate Health Care,Advocate Health Care,16600000
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,WEST,98034,42644,42644,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,10110,300-399,1033174933,EvergreenHealth,NA,16510461
360143,MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,MIDWEST,44125,17460,17460,PRIVATE (NOT FOR PROFIT),URBAN,NO,3106,300-399,1942248737,Cleveland Clinic Health System,Cleveland Clinic Health System,16400000
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,WEST,91911,41740,41740,PRIVATE (FOR PROFIT),URBAN,NO,3832,300-399,1396728630,Sharp HealthCare,NA,16350000
220028,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,NORTHEAST,1608,49340,49340,PRIVATE (FOR PROFIT),URBAN,YES,NA,300-399,NA,NA,NA,16257970.55
220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,NORTHEAST,1608,49340,49340,PRIVATE (FOR PROFIT),URBAN,YES,7213,200-299,1538131214,Tenet Healthcare,Tenet Healthcare,16257970.55
520075,ST VINCENT HOSPITAL,835 S VAN BUREN ST,GREEN BAY,WI,MIDWEST,54301,24580,24580,CHURCH,URBAN,NO,7167,500+,1114908001,Hospital Sisters Health System (HSHS),NA,16257970.55
220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,NORTHEAST,1890,15764,15764,PRIVATE (NOT FOR PROFIT),URBAN,YES,7241,100-199,1790740777,Lahey Health System,Lahey Health System,15950000
10092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,SOUTH,35401,46220,46220,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,4956,500+,1841394418,DCH Health System,NA,15850000
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,9000 FRANKLIN SQUARE DRIVE,BALTIMORE,MD,SOUTH,21237,12580,12580,PRIVATE (NOT FOR PROFIT),URBAN,YES,2762,400-499,1184712085,MedStar Health,MedStar Health,15850000
70005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,NORTHEAST,6721,35300,35300,PRIVATE (FOR PROFIT),URBAN,YES,47529,300-399,1477902641,Prospect Medical Holdings,Prospect Medical Holdings,15796021.22
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,WEST,87106,10740,10740,PRIVATE (NOT FOR PROFIT),URBAN,YES,3769,500+,1215913470,Presbyterian Healthcare Services,NA,15550000
330012,PRESBYTERIAN HOSPITAL,622 W 168TH ST,NEW YORK,NY,NORTHEAST,10032,35614,35614,OTHER (SPECIFY),URBAN,YES,NA,500+,NA,NA,NA,15550000
310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,NORTHEAST,7860,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,2446,100-199,1790789212,Atlantic Health System,NA,15523150.34
250019,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH STREET,GULFPORT,MS,SOUTH,39502,25060,25060,LOCAL,URBAN,NO,5018,400-499,1548817117,NA,NA,15355596
250125,GULF COAST MEDICAL CENTER,180 DEBUYS ROAD,BILOXI,MS,SOUTH,39531,25060,25060,STATE,URBAN,NO,NA,100-199,NA,NA,NA,15339142.16
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,WHARTON,TX,SOUTH,77488,99945,45,PRIVATE (FOR PROFIT),RURAL,NO,NA,100-199,NA,Southwest Healthcare Services,NA,15339142.16
190124,METHODIST HOSPITAL,5620 READ BOULEVARD,NEW ORLEANS,LA,SOUTH,70127,35380,35380,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,300-399,NA,NA,NA,15250000
280040,METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,MIDWEST,68114,36540,36540,PRIVATE (NOT FOR PROFIT),URBAN,YES,3597,400-499,1427147883,Nebraska Methodist Health System,NA,15250000
280122,METHODIST HOSPITAL,3612 CUMING ST,OMAHA,NE,MIDWEST,68131,36540,36540,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,100-199,NA,NA,NA,15250000
390205,METHODIST HOSPITAL,2301 SOUTH BROAD STREET,PHILADELPHIA,PA,NORTHEAST,19148,37964,37964,OTHER (SPECIFY),URBAN,YES,NA,200-299,NA,NA,NA,15250000
430017,METHODIST HOSPITAL,909 S MILLER ST,MITCHELL,SD,MIDWEST,57301,99943,43,CHURCH,RURAL,NO,NA,000-099,NA,NA,NA,15250000
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,SOUTH,78229,41700,41700,PRIVATE (FOR PROFIT),URBAN,YES,3714,500+,1124074273,HCA San Antonio Division (AKA: Methodist Health System of San Antonio),Hospital Corporation of America (HCA),15250000
520043,METHODIST HOSPITAL,309 WEST WASHINGTON AVENUE,MADISON,WI,MIDWEST,53703,31540,31540,CHURCH,URBAN,YES,NA,200-299,NA,NA,NA,15250000
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,NORTHEAST,10550,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,1290315,200-299,1992131320,Montefiore Health System (AKA Montefiore Medical Center - Health System),Montefiore Health System (AKA Montefiore Medical Center - Health System),15174844
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,NORTHEAST,11777,35004,35004,PRIVATE (NOT FOR PROFIT),URBAN,YES,5973,200-299,1164481529,Catholic Health Services of Long Island,Long Island Health Network,15140120.28
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,MIDWEST,60302,16974,16974,OTHER (SPECIFY),URBAN,YES,3442,200-299,1619442266,Tenet Healthcare,Tenet Healthcare,15000000
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,WEST,98055,42644,42644,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,10111,300-399,1649209230,University of Washington (UW) Medicine,NA,14999302.47
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,MIDWEST,46219,26900,26900,PRIVATE (NOT FOR PROFIT),URBAN,YES,4131,200-299,1336119478,Community Health Network (Indianapolis IN),Community Health Network (Indianapolis IN),14943609.1
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,MD,SOUTH,21224,12580,12580,PRIVATE (NOT FOR PROFIT),URBAN,YES,4571,400-499,1790700904,Johns Hopkins Health System (AKA: Johns Hopkins Medicine),NA,14900000
220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,NORTHEAST,2062,14454,14454,PRIVATE (FOR PROFIT),URBAN,NO,7255,200-299,1952613416,Steward Health Care System,Steward Health Care System,14900000
230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,MIDWEST,48439,22420,22420,CHURCH,URBAN,YES,46636,400-499,1407877723,Genesys Health System,Ascension Health,14798136.3
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,SOUTH,27710,20500,20500,PRIVATE (FOR PROFIT),URBAN,YES,2829,500+,1992703540,Duke Health (AKA: Duke University Health System),NA,14750000
100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,FL,SOUTH,32806,36740,36740,PRIVATE (NOT FOR PROFIT),URBAN,YES,2913,500+,1184709057,Orlando Health,Orlando Health,14600000
240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,MIDWEST,55101,33460,33460,PRIVATE (NOT FOR PROFIT),URBAN,YES,5236,400-499,1629006457,HealthPartners,HealthPartners,14550000
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,SOUTH,33013,33124,33124,PRIVATE (FOR PROFIT),URBAN,NO,6108,300-399,1063442770,Tenet Healthcare,Tenet Healthcare,14400000
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE,CAMDEN,NJ,NORTHEAST,8103,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,2462,300-399,1235134024,Lourdes Health System,Trinity Health (FKA: CHE Trinity Health),14400000
220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,NORTHEAST,2138,15764,15764,PRIVATE (NOT FOR PROFIT),URBAN,YES,7292,200-299,1689670259,CareGroup Healthcare System,CareGroup Healthcare System,14350000
210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,SOUTH,21215,12580,12580,PRIVATE (NOT FOR PROFIT),URBAN,NO,2757,400-499,1285672204,LifeBridge Health,LifeBridge Health,14250000
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,SOUTH,20176,47894,47894,PRIVATE (NOT FOR PROFIT),URBAN,YES,2776,100-199,1376564302,Inova Health System,Inova Health System,14250000
490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,SOUTH,20190,47894,47894,PRIVATE (NOT FOR PROFIT),URBAN,NO,5993,100-199,1053363853,HCA Virginia Health System (FKA: HCA Capital Division),Hospital Corporation of America (HCA),14250000
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,SOUTH,75203,19124,19124,OTHER (SPECIFY),URBAN,NO,3663,400-499,1528027786,Methodist Health System,NA,14050000
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,NORTHEAST,19380,33874,33874,PRIVATE (NOT FOR PROFIT),URBAN,NO,2719,200-299,1356333579,Penn Medicine (AKA: University Of Pennsylvania Health System),Penn Medicine (AKA: University Of Pennsylvania Health System),13950000
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,18951 MEMORIAL NORTH,HUMBLE,TX,SOUTH,77338,26420,26420,PRIVATE (NOT FOR PROFIT),URBAN,NO,6709,200-299,1295843787,Memorial Hermann Health System,NA,13950000
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,SOUTH,33430,48424,48424,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,9295,000-099,1801885413,NA,NA,13900000
240211,LAKESIDE MEDICAL CENTER,129 6TH AVE SE,PINE CITY,MN,MIDWEST,55063,99924,24,FEDERAL,RURAL,NO,NA,000-099,NA,NA,NA,13900000
90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,SOUTH,20060,47894,47894,OTHER (SPECIFY),URBAN,YES,7809,400-499,1487740957,Paladin Healthcare,Paladin Healthcare,13750000
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,SOUTH,36116,33860,33860,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,2982,400-499,1700977105,Baptist Health (AL),NA,13700000
270003,ST PETERS HOSPITAL,2475 BROADWAY,HELENA,MT,WEST,59601,99927,27,PRIVATE (NOT FOR PROFIT),RURAL,NO,3407,000-099,1528023520,NA,NA,13575704.43
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,WEST,92501,40140,40140,PRIVATE (FOR PROFIT),URBAN,YES,3845,400-499,1114971660,HCA Far West Division,Hospital Corporation of America (HCA),13500000
50119,RIVERSIDE COMMUNITY HOSPITAL,5900 BROCKTON AVENUE,RIVERSIDE,CA,WEST,92506,40140,40140,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,13500000
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,SOUTH,20832,43524,43524,PRIVATE (NOT FOR PROFIT),URBAN,NO,2745,100-199,1114922341,MedStar Health,MedStar Health,13400000
240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,MIDWEST,55407,33460,33460,PRIVATE (NOT FOR PROFIT),URBAN,YES,3372,500+,1760446256,Allina Health,NA,13400000
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,SOUTH,70458,35380,35380,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,5406,200-299,1578568481,Ochsner Health System,Ochsner Health System,13227030.87
390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,NORTHEAST,19107,37964,37964,PRIVATE (NOT FOR PROFIT),URBAN,YES,2692,400-499,1063489342,Penn Medicine (AKA: University Of Pennsylvania Health System),Penn Medicine (AKA: University Of Pennsylvania Health System),13200000
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,SOUTH,33016,33124,33124,PRIVATE (FOR PROFIT),URBAN,YES,7017,300-399,1568493641,Tenet Healthcare,Tenet Healthcare,12900000
50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,WEST,90509,31084,31084,OTHER (SPECIFY),URBAN,NO,3805,300-399,1467459776,NA,NA,12719744.57
110185,CHARLTON MEMORIAL HOSPITAL,1203 N 3RD ST,FOLKSTON,GA,SOUTH,31537,99911,11,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,12700000
220055,CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVENUE,FALL RIVER,MA,NORTHEAST,2720,39300,39300,OTHER (SPECIFY),URBAN,YES,NA,200-299,NA,NA,NA,12700000
